nom_produit,categorie,prix,magasin,date_scraping,url_produit
Pressea nectar pomme brique 1L,Boissons,101512.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/220-pressea-nectar-pomme-brique-1l-9501100460080.html
JUS ANANAS IVORIO 33CL,Boissons,97521.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-petits-formats-enfants/904-jus-ananas-ivorio-33cl-5999991071418.html
DON SIMON MERIENDA PICNIC 20CL,Boissons,45026.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-petits-formats-enfants/1287-don-simon-merienda-picnic-20cl-8410261600307.html
San Pellegrino eau minérale naturelle gazeuse 50cl,Boissons,690.0,Auchan,2026-04-14,https://www.auchan.sn/eaux-gazeuses-aromatisees/4889-san-pellegrino-eau-minerale-naturelle-gazeuse-50cl-8002270015328.html
KIRENE BTLLE 10L,Boissons,94539.0,Auchan,2026-04-14,https://www.auchan.sn/eaux-plates/210-kirene-btlle-10l-9501100460196.html
PRESSEA FRESH ANANAS-COCO 33CL,Boissons,25011.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/9919-pressea-fresh-ananas-coco-33cl-9501100462138.html
ORANGINA PET 1L,Boissons,15255.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-gazeuses-soft-drinks-soda/9739-orangina-pet-1l-8435185101112.html
BOISSON 3X ENERGY 50CL,Boissons,55010.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-energisantes/9605-boisson-3x-energy-50cl-4102610508009.html
SCHWEPPES CITRON BOUTEILLE 45CL,Boissons,95012.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-gazeuses-soft-drinks-soda/9528-schweppes-citron-bouteille-45cl-5449000318947.html
LIMONADE LA GAZELLE 1L,Boissons,4907.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-gazeuses-soft-drinks-soda/9672-limonade-la-gazelle-1l-3700029401976.html
LAIT ENTIER DANO 500ML,Boissons,87517.0,Auchan,2026-04-14,https://www.auchan.sn/lait-liquide-lait-concentre-lait-aromatique/9592-lait-entier-dano-500ml-4100290002657.html
BOISSON COLA JET7 PET 1.25L,Boissons,4907.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-gazeuses-soft-drinks-soda/9758-boisson-cola-jet7-pet-125l-6046000040596.html
EAU PLATE WALO 33CL,Boissons,12510.0,Auchan,2026-04-14,https://www.auchan.sn/eaux-plates/9681-eau-plate-walo-33cl-6044000139166.html
"JUS MANGUE-ORANGE DJOLOF 1,5L",Boissons,21758.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/9933-jus-mangue-orange-djolof-15l-8984802531646.html
VIN DU SAHEL BLANC MAGUE 75CL,Boissons,412510.0,Auchan,2026-04-14,https://www.auchan.sn/vins/98824534-vin-du-sahel-blanc-mague-75cl-6044000140018.html
EAU MINERALE SEO 350 ML,Boissons,9039.0,Auchan,2026-04-14,https://www.auchan.sn/eaux-plates/98824544-eau-minerale-seo-350-ml-9710535193474.html
"JUS DITAKH SUCRE DJOLOF 1,5L",Boissons,23506.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/98824571-jus-ditakh-sucre-djolof-15l-84558735812.html
BIERE FLAG BTLLE 33CL,Boissons,5758.0,Auchan,2026-04-14,https://www.auchan.sn/bieres/98824628-biere-flag-btlle-33cl-3700029430013.html
EAU MINERALE EVIAN 1.5L,Boissons,18908.0,Auchan,2026-04-14,https://www.auchan.sn/eaux-plates/98824660-eau-minerale-evian-15l-3068320111919.html
LAIT UHT SANS LACTOSE JAOUDA 1L,Boissons,179021.0,Auchan,2026-04-14,https://www.auchan.sn/lait-liquide-lait-concentre-lait-aromatique/98824661-lait-uht-sans-lactose-jaouda-1l-6111242105638.html
BOISSON ANANAS JET7 PET 1.25L,Boissons,4909.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-gazeuses-soft-drinks-soda/98827780-boisson-ananas-jet7-pet-125l-6046000040558.html
VIP FANTA ORANGE BOUTEILLE 30 CL,Boissons,25022511.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-gazeuses-soft-drinks-soda/98828991-vip-fanta-orange-bouteille-30-cl-90377235.html
AUCHAN PTITE FETE JUS DE POMME PETILLANTE RIK&ROK,Boissons,26754.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-gazeuses-soft-drinks-soda/98830132-auchan-ptite-fete-jus-de-pomme-petillante-rikrok-3254560806016.html
FANTA ORANGE PET 1.25L,Boissons,65039.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-gazeuses-soft-drinks-soda/98830157-fanta-orange-pet-125l-5449000028938.html
SPRITE PET 1.25L,Boissons,65081.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-gazeuses-soft-drinks-soda/98830158-sprite-pet-125l-5449000028976.html
Coca Cola Canette 33 CL,Boissons,285223.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-gazeuses-soft-drinks-soda/98830170-coca-cola-canette-33-cl-5449000000996.html
DON SIMON PAMPLEMOUSSE BRIQUE 1L,Boissons,212510.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/98830173-don-simon-pamplemousse-brique-1l-8410261606101.html
Pressea nectar mangue brique 1L,Boissons,101540.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/98830307-pressea-nectar-mangue-brique-1l-9501100460103.html
JUS TROPICAL CASAMANCAISE 1L,Boissons,12259.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/98830312-jus-tropical-casamancaise-1l-6046000047670.html
JUS DITAX CASAMANCAISE 1L,Boissons,18505.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/98830313-jus-ditax-casamancaise-1l-6046000047717.html
JUS ORANGE CASAMANCAISE 1L,Boissons,122521.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/98830314-jus-orange-casamancaise-1l-6046000047632.html
PACK KIRENE 1.5LX6,Boissons,149054.0,Auchan,2026-04-14,https://www.auchan.sn/eaux-plates/98830317-pack-kirene-15lx6-2001110042971.html
JUS BISSAP MENTHE CASAMANCAISE 1L,Boissons,13909.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/98830405-jus-bissap-menthe-casamancaise-1l-6046000047687.html
VIP COCA COLA BOUTEILLE 1.25L,Boissons,6753.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-gazeuses-soft-drinks-soda/98830424-vip-coca-cola-bouteille-125l-5449000028921.html
Jus de bissap Casamancaise Menthe 200 ml,Boissons,22549.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-petits-formats-enfants/98830500-jus-de-bissap-casamancaise-menthe-200-ml-6046000047809.html
JUS CASAMANCAISE ANANAS 200ML,Boissons,22569.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/98830507-jus-casamancaise-ananas-200ml-6046000047762.html
JUS CASAMANCAISE ORANGE 200ML,Boissons,22570.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-petits-formats-enfants/98830508-jus-casamancaise-orange-200ml-6046000047755.html
Jus Casamancaise Ditakh 200 ml,Boissons,25077.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-petits-formats-enfants/98830509-jus-casamancaise-ditakh-200-ml-6046000047830.html
JUS CASAMANCAISE TROPICAL 200ML,Boissons,22541.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-petits-formats-enfants/98830511-jus-casamancaise-tropical-200ml-6046000047793.html
EAU PETILLANTE SAN PELLEGRINO PET 500 ML,Boissons,102518.0,Auchan,2026-04-14,https://www.auchan.sn/eaux-gazeuses-aromatisees/98830560-eau-petillante-san-pellegrino-pet-500-ml-41508922456.html
BOISSON ORANGE JET7 PET 1.25L,Boissons,49029.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-gazeuses-soft-drinks-soda/98830576-boisson-orange-jet7-pet-125l-6046000040510.html
BIG EARS AFRIQUE SUD RGE 75CL,Boissons,2775.0,Auchan,2026-04-14,https://www.auchan.sn/vins/98830980-big-ears-afrique-sud-rge-75cl-3700611506201.html
VERMOUTH BLANC 100CL MARTINI,Boissons,11290.0,Auchan,2026-04-14,https://www.auchan.sn/bieres/98830995-vermouth-blanc-100cl-martini-5010677925006.html
B-SPORT CITRON JAUNE 350ML,Boissons,29014.0,Auchan,2026-04-14,https://www.auchan.sn/eaux-gazeuses-aromatisees/98831045-b-sport-citron-jaune-350ml-6044000244648.html
PIERRE CHANAU COTES DU VENTOUX,Boissons,70255.0,Auchan,2026-04-14,https://www.auchan.sn/vins/98831048-pierre-chanau-cotes-du-ventoux-3254560833074.html
POWERADE ICE STORM PET 50CL,Boissons,162512.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-energisantes/98831072-powerade-ice-storm-pet-50cl-54492653.html
LAIT ROSE ENTIER 0.2L,Boissons,37520.0,Auchan,2026-04-14,https://www.auchan.sn/lait-liquide-lait-concentre-lait-aromatique/98831088-lait-rose-entier-02l-4036300121691.html
PIERRE CHANAU IGP OC CABERNET,Boissons,13190.0,Auchan,2026-04-14,https://www.auchan.sn/vins/98831121-pierre-chanau-igp-oc-cabernet-632053000.html
BIERE PARIS EXPORT CANN 50 CL,Boissons,69040.0,Auchan,2026-04-14,https://www.auchan.sn/bieres/98831120-biere-paris-export-cann-50-cl-8423453904107.html
BIERE SUPER BOCK CANETTE 50CL,Boissons,75012.0,Auchan,2026-04-14,https://www.auchan.sn/bieres/98831150-biere-super-bock-canette-50cl-5601164113701.html
BIERE BOOSTER RACINES 50 CL,Boissons,49012.0,Auchan,2026-04-14,https://www.auchan.sn/bieres/98831179-biere-booster-racines-50-cl-9501100008275.html
HAWAI TROPICAL CAN 25 CL,Boissons,55024.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/98831196-hawai-tropical-can-25-cl-5449000025272.html
BOISSON MULTI FRUIT ROUGE JET7 PET 1.25L,Boissons,4906.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-gazeuses-soft-drinks-soda/98831192-boisson-multi-fruit-rouge-jet7-pet-125l-6046000040572.html
VODKA ENERGY VODY 25CL,Boissons,65020.0,Auchan,2026-04-14,https://www.auchan.sn/bieres/98831229-vodka-energy-vody-25cl-4102610509877.html
JUS COCKTAIL N'WELY CAN.25CL,Boissons,29024.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/98831221-jus-cocktail-n-wely-can25cl-6046000045737.html
JUS AN.COCO N'WELY CAN 25CL,Boissons,29024.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/98831216-jus-ancoco-n-wely-can-25cl-6046000045713.html
SEVEN UP CAN 250ML,Boissons,275270.0,Auchan,2026-04-14,https://www.auchan.sn/boissons-gazeuses-soft-drinks-soda/98831240-seven-up-can-250ml-9501100462206.html
MIRINDA FRUITY CANETTE 250ML,Boissons,25024.0,Auchan,2026-04-14,https://www.auchan.sn/nectar-jus-de-fruits-legumes/98831232-mirinda-fruity-canette-250ml-9501100462374.html
Auchan Datte DEGLET Nour avec tiges du dattier 1KG,Fruits & Légumes,349076.0,Auchan,2026-04-14,https://www.auchan.sn/fruits/5068-auchan-datte-deglet-nour-avec-tiges-du-dattier-1kg-8435177053061.html
Dattes Deglet Nour avec tiges du dattier 2KG,Fruits & Légumes,6890.0,Auchan,2026-04-14,https://www.auchan.sn/fruits/8618-dattes-deglet-nour-avec-tiges-du-dattier-2kg-3293797020000.html
DATTE DEGLET NOUR AUCHAN 250G,Fruits & Légumes,49097.0,Auchan,2026-04-14,https://www.auchan.sn/fruits/5175-datte-deglet-nour-auchan-250g-8435177067761.html
Auchan dattes avec noyaux Deglet Nour barquette 400g,Fruits & Légumes,69020.0,Auchan,2026-04-14,https://www.auchan.sn/fruits/4999-auchan-dattes-avec-noyaux-deglet-nour-barquette-400g-8435177067679.html
Dattes Deglet Nour avec Noyaux 1KG,Fruits & Légumes,259026.0,Auchan,2026-04-14,https://www.auchan.sn/fruits/8611-dattes-deglet-nour-avec-noyaux-1kg-8435177070648.html
Sac Oignon Rouge Local 25KG,Fruits & Légumes,119906.0,Auchan,2026-04-14,https://www.auchan.sn/legumes/98824502-sac-oignon-rouge-local-25kg-1000000023091.html
CONCOMBRE /KG,Fruits & Légumes,129028.0,Auchan,2026-04-14,https://www.auchan.sn/legumes/98824637-concombre-kg-555.html
CITRON VERT /KG,Fruits & Légumes,139057.0,Auchan,2026-04-14,https://www.auchan.sn/fruits/98824636-citron-vert-kg-553.html
TOMATE OLIVETTE IMPORT /KG,Fruits & Légumes,149019.0,Auchan,2026-04-14,https://www.auchan.sn/legumes/98824639-tomate-olivette-import-kg-571.html
POMME GOLDEN GM /KG,Fruits & Légumes,179016.0,Auchan,2026-04-14,https://www.auchan.sn/fruits/98824641-pomme-golden-gm-kg-576.html
ORANGE IMPORT /KG,Fruits & Légumes,149022.0,Auchan,2026-04-14,https://www.auchan.sn/fruits/98824643-orange-import-kg-586.html
COURGETTE VERTE /KG,Fruits & Légumes,139025.0,Auchan,2026-04-14,https://www.auchan.sn/legumes/98824646-courgette-verte-kg-764.html
CLEMENTINE /KG,Fruits & Légumes,14907.0,Auchan,2026-04-14,https://www.auchan.sn/fruits/98824647-clementine-kg-779.html
CHOU BLANC IMPORT /KG,Fruits & Légumes,109017.0,Auchan,2026-04-14,https://www.auchan.sn/legumes/98824653-chou-blanc-import-kg-742.html
AIL au KG,Fruits & Légumes,159019.0,Auchan,2026-04-14,https://www.auchan.sn/legumes/98824759-ail-au-kg-674.html
COURGE BUTTERNUT /KG,Fruits & Légumes,99025.0,Auchan,2026-04-14,https://www.auchan.sn/legumes/98830247-courge-butternut-kg-557.html
PATATE DOUCE CHAIR BLANCHE /KG,Fruits & Légumes,7903.0,Auchan,2026-04-14,https://www.auchan.sn/legumes/98830248-patate-douce-chair-blanche-kg-817.html
POMME DE TERRE LOCAL/KG,Fruits & Légumes,39061.0,Auchan,2026-04-14,https://www.auchan.sn/legumes/98830278-pomme-de-terre-local-kg-567.html
POMME DE TERRE LOCAL SAC 25KG,Fruits & Légumes,699076.0,Auchan,2026-04-14,https://www.auchan.sn/legumes/98830300-pomme-de-terre-local-sac-25kg-2002300038019.html
COURGE BUTTERNUT FILIERE /KG,Fruits & Légumes,79030.0,Auchan,2026-04-14,https://www.auchan.sn/legumes/98830355-courge-butternut-filiere-kg-5030.html
MANGUE SECHEE 100G,Fruits & Légumes,1790.0,Auchan,2026-04-14,https://www.auchan.sn/fruits/98830540-mangue-sechee-100g-6044000187846.html
ANANAS /KG,Fruits & Légumes,199012.0,Auchan,2026-04-14,https://www.auchan.sn/fruits/98831007-ananas-kg-584.html
AVOCAT IMPORT / KG,Fruits & Légumes,369012.0,Auchan,2026-04-14,https://www.auchan.sn/fruits/98831012-avocat-import-kg-8037.html
TOMATE RONDE LOCALE /KG,Fruits & Légumes,12904.0,Auchan,2026-04-14,https://www.auchan.sn/legumes/98831046-tomate-ronde-locale-kg-5014.html
