nom_produit,categorie,prix,magasin,date_scraping,url_produit
Secret Aromes Plein Sud 60G,Epicerie Salée,2475.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/2035-secret-aromes-plein-sud-60g-3011360002884.html
OLIVE VERTE DENOYAUTEE 100G,Epicerie Salée,975.0,Auchan,2026-04-15,https://www.auchan.sn/condiments-olives-cornichons/700-olive-verte-denoyautee-100g-3017233002005.html
Pâtes torsades BARILLA la boite de 500 g,Epicerie Salée,1690.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/8597-pates-torsades-barilla-la-boite-de-500-g-8076809512268.html
AUCHAN Ravioli 800G,Epicerie Salée,3625.0,Auchan,2026-04-15,https://www.auchan.sn/plats-cuisines/2049-auchan-ravioli-800g-3254560032989.html
SPAGHETTI Q.S. AUCHAN 500G,Epicerie Salée,890.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/386-spaghetti-qs-auchan-500g-3596710490554.html
Auchan Fond de Volaille 110G,Epicerie Salée,1750.0,Auchan,2026-04-15,https://www.auchan.sn/bouillon-aides-a-la-cuisine/7282-auchan-fond-de-volaille-110g-3596710003969.html
"AUCHAN ESSENTIEL Couscous garni 2 personnes 1,5kg",Epicerie Salée,4090.0,Auchan,2026-04-15,https://www.auchan.sn/cereales-riz-couscous-semoules/8596-auchan-essentiel-couscous-garni-2-personnes-15kg-3596710070909.html
VINAIGRE ALCOOL POUCE 1L,Epicerie Salée,725.0,Auchan,2026-04-15,https://www.auchan.sn/vinaigres-vinaigrettes/822-vinaigre-alcool-pouce-1l-3596710091546.html
Auchan sauce barbecue goût fumé 400 g,Epicerie Salée,1950.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/4599-auchan-sauce-barbecue-gout-fume-400-g-3596710284443.html
SARD.HLE TOURNESOL AUCHAN135G,Epicerie Salée,1450.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-poisson/244-sardhle-tournesol-auchan135g-3596710396122.html
VINAIGRE ADJA COLORE 1L,Epicerie Salée,420.0,Auchan,2026-04-15,https://www.auchan.sn/vinaigres-vinaigrettes/1457-vinaigre-adja-colore-1l-3700509800282.html
SEL FIN MOURAFA 750G,Epicerie Salée,290.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/1451-sel-fin-mourafa-750g-9788679912077.html
Vermicelle Chinois 250G,Epicerie Salée,825.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/2083-vermicelle-chinois-250g-6930537600043.html
CUMIN MOULU 40G,Epicerie Salée,1175.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/1306-cumin-moulu-40g-6044000022826.html
Lesieur huile végétale 5L,Epicerie Salée,7990.0,Auchan,2026-04-15,https://www.auchan.sn/huiles-cuisine/3107-lesieur-huile-vegetale-5l-6046000006417.html
Mourafa huile de palme diiw tiir 50 cl,Epicerie Salée,1050.0,Auchan,2026-04-15,https://www.auchan.sn/huiles-cuisine/4536-mourafa-huile-de-palme-diiw-tiir-50-cl-9791092225099.html
Filets de Maquereaux Moutarde 169G,Epicerie Salée,2550.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-poisson/6892-filets-de-maquereaux-moutarde-169g-3019080040070.html
Dari cheveux d'ange 500 g,Epicerie Salée,925.0,Auchan,2026-04-15,https://www.auchan.sn/cereales-riz-couscous-semoules/4210-dari-cheveux-d-ange-500-g-6111094000198.html
Auchan sauce tomate cuisiné 680G,Epicerie Salée,2450.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/3700-auchan-sauce-tomate-cuisine-680g-567310001.html
Gaolei Sauce Soja Noir 500Ml,Epicerie Salée,2150.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/1897-gaolei-sauce-soja-noir-500ml-6902265240501.html
Auchan Haricots Lingots 500G,Epicerie Salée,1625.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/8190-auchan-haricots-lingots-500g-3596710463718.html
Auchan chips de manioc à la crevette sachet 100g,Epicerie Salée,2175.0,Auchan,2026-04-15,https://www.auchan.sn/chips-tuiles-aperitifs/4679-auchan-chips-de-manioc-a-la-crevette-sachet-100g-3596710010660.html
LALA Thiakry 4 Céréales 400G,Epicerie Salée,750.0,Auchan,2026-04-15,https://www.auchan.sn/cereales-riz-couscous-semoules/6347-lala-thiakry-4-cereales-400g-9198512349111.html
Anita Epices Poivre Blanc 45G,Epicerie Salée,675.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/7935-anita-epices-poivre-blanc-45g-6044000111940.html
LALA Couscous Lalo Mil 400G,Epicerie Salée,750.0,Auchan,2026-04-15,https://www.auchan.sn/cereales-riz-couscous-semoules/6342-lala-couscous-lalo-mil-400g-9198512349012.html
Noodi nouilles saveur poulet curry 70g,Epicerie Salée,190.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/6276-noodi-nouilles-saveur-poulet-curry-70g-6253806680059.html
AUCHAN Chips saveur sel & vinaigre 135g,Epicerie Salée,1750.0,Auchan,2026-04-15,https://www.auchan.sn/chips-tuiles-aperitifs/7206-auchan-chips-saveur-sel-vinaigre-135g-3596710483112.html
AUCHAN ESSENTIEL Olives noires à la grecque en sachet 400g,Epicerie Salée,2775.0,Auchan,2026-04-15,https://www.auchan.sn/condiments-olives-cornichons/8652-auchan-essentiel-olives-noires-a-la-grecque-en-sachet-400g-3596710748570.html
Pâtes linguine collezione BARILLA de 500 g,Epicerie Salée,1850.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/8599-pates-linguine-collezione-barilla-de-500-g-8076809523509.html
AUCHAN Thon à la catalane 135g,Epicerie Salée,1125.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-poisson/7238-auchan-thon-a-la-catalane-135g-3254560044296.html
Chips Brets Poulet Braise 125G,Epicerie Salée,1950.0,Auchan,2026-04-15,https://www.auchan.sn/chips-tuiles-aperitifs/3763-chips-brets-poulet-braise-125g-3497911101129.html
CURRY AUCHAN 45G,Epicerie Salée,750.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/561-curry-auchan-45g-3596710208166.html
Auchan tomates entières pelées au jus 238g,Epicerie Salée,825.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/403-auchan-tomates-entieres-pelees-au-jus-238g-3596710396023.html
Auchan Mmm! douceur à base de vinaigre balsamique de...,Epicerie Salée,1990.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/4702-auchan-mmm-douceur-a-base-de-vinaigre-balsamique-de-modene-250-ml-3596710346684.html
PANZANI Penne rigate filière blé responsable 500g,Epicerie Salée,1575.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/6803-panzani-penne-rigate-filiere-ble-responsable-500g-3038350013804.html
HARICOT BLANC AUCHAN 250G,Epicerie Salée,975.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-legumes/1093-haricot-blanc-auchan-250g-3596710491193.html
AUCHAN Thon sauce mayonnaise 135g,Epicerie Salée,1225.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-poisson/951-auchan-thon-sauce-mayonnaise-135g-3596710240678.html
Ketchup HEINZ le flacon de 250g,Epicerie Salée,1725.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/8500-ketchup-heinz-le-flacon-de-250g-87157215.html
AUCHAN Ravioli aux 6 légumes 2 personnes 800g,Epicerie Salée,2625.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-legumes/7239-auchan-ravioli-aux-6-legumes-2-personnes-800g-3596710326280.html
Maille vinaigre de cidre 50CL,Epicerie Salée,2490.0,Auchan,2026-04-15,https://www.auchan.sn/vinaigres-vinaigrettes/3737-maille-vinaigre-de-cidre-50cl-3036810230860.html
Auchan coquillette rapide 500 g,Epicerie Salée,1025.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/4266-auchan-coquillette-rapide-500-g-3596710363858.html
AUCHAN CONCAS TOMAT 400G,Epicerie Salée,1125.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/119-auchan-concas-tomat-400g-3596710349210.html
Panzani coquillettes 500g,Epicerie Salée,1450.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/6133-panzani-coquillettes-500g-3038350013002.html
Biscuits apéritifs saveur nature LAY'S 3D 85G,Epicerie Salée,1425.0,Auchan,2026-04-15,https://www.auchan.sn/chips-tuiles-aperitifs/8680-biscuits-aperitifs-saveur-nature-lay-s-3d-85g-3168930000990.html
OLIV NOIRE GRECQUE AUCHAN235G,Epicerie Salée,2050.0,Auchan,2026-04-15,https://www.auchan.sn/condiments-olives-cornichons/682-oliv-noire-grecque-auchan235g-3596710346462.html
La vivrière thiéré sans laalo thiakh 400G,Epicerie Salée,690.0,Auchan,2026-04-15,https://www.auchan.sn/cereales-riz-couscous-semoules/3941-la-vivriere-thiere-sans-laalo-thiakh-400g-3700453800079.html
REINE Moutarde En Verre 370G,Epicerie Salée,725.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/2662-reine-moutarde-en-verre-370g-6046000003928.html
FRUITALE PUREE PIMENT FORT200G,Epicerie Salée,1690.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/520-fruitale-puree-piment-fort200g-94922744869.html
JUMBO Bouillon Arome Tablette X48,Epicerie Salée,1490.0,Auchan,2026-04-15,https://www.auchan.sn/bouillon-aides-a-la-cuisine/2517-jumbo-bouillon-arome-tablette-x48-8410300348481.html
Auchan Rondelles d'olives Vertes 110g,Epicerie Salée,1425.0,Auchan,2026-04-15,https://www.auchan.sn/condiments-olives-cornichons/3626-auchan-rondelles-d-olives-vertes-110g-3596710439348.html
Auchan olives cocktail 200 g,Epicerie Salée,1325.0,Auchan,2026-04-15,https://www.auchan.sn/condiments-olives-cornichons/4366-auchan-olives-cocktail-200-g-3596710346455.html
Gao Lei Champignon Noir 50G,Epicerie Salée,675.0,Auchan,2026-04-15,https://www.auchan.sn/produits-du-monde/1898-gao-lei-champignon-noir-50g-6920269861461.html
KETCHUP TOMA FR TD AUCHAN 560G,Epicerie Salée,1625.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/509-ketchup-toma-fr-td-auchan-560g-3596710462810.html
Mourafa chips banane sachet 120g,Epicerie Salée,1450.0,Auchan,2026-04-15,https://www.auchan.sn/chips-tuiles-aperitifs/6300-mourafa-chips-banane-sachet-120g-5310284802968.html
De Cecco tricolore farfalle n°93 boîte de 500g,Epicerie Salée,2590.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/5078-de-cecco-tricolore-farfalle-n93-boite-de-500g-8001250145932.html
GALETTE RIZ LIDO 22CM,Epicerie Salée,5864.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/1120-galette-riz-lido-22cm-8719481616229.html
Mourafa paprika sachet 200 g,Epicerie Salée,2275.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/4533-mourafa-paprika-sachet-200-g-9515251860.html
Reine moutarde en verre 850G,Epicerie Salée,1650.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/3110-reine-moutarde-en-verre-850g-6044000013275.html
Lala brisure de maïs sachet 400g,Epicerie Salée,690.0,Auchan,2026-04-15,https://www.auchan.sn/cereales-riz-couscous-semoules/6406-lala-brisure-de-mais-sachet-400g-9198512349098.html
LALA arraw de mil sachet 400g,Epicerie Salée,750.0,Auchan,2026-04-15,https://www.auchan.sn/cereales-riz-couscous-semoules/6395-lala-arraw-de-mil-sachet-400g-9198512349029.html
Anita épices grillades 50G,Epicerie Salée,650.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/6086-anita-epices-grillades-50g-6044000111193.html
Welsea thon entier albacore à l'huile d'olive vierge...,Epicerie Salée,2625.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-poisson/4422-welsea-thon-entier-albacore-a-l-huile-d-olive-vierge-extra-160-g-6044000067162.html
Chef Aïda moutarde forte bocal verre 1000ml,Epicerie Salée,1725.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/5562-chef-aida-moutarde-forte-bocal-verre-1000ml-6046000021274.html
AUCHAN Bouillon cube goût volaille dégraissé 12 cubes 120g,Epicerie Salée,975.0,Auchan,2026-04-15,https://www.auchan.sn/bouillon-aides-a-la-cuisine/8196-auchan-bouillon-cube-gout-volaille-degraisse-12-cubes-120g-3596710475346.html
De Cecco spaguetti n°12 sachet 500g,Epicerie Salée,2090.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/5087-de-cecco-spaguetti-n12-sachet-500g-8001250120120.html
VERMICELLE PANZANI 500G,Epicerie Salée,1950.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/269-vermicelle-panzani-500g-3038350011701.html
THON NATUREL MCX POUCE 130G,Epicerie Salée,1350.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-poisson/843-thon-naturel-mcx-pouce-130g-3596710396429.html
OLD EL PASO EPICE FAJITAS,Epicerie Salée,1750.0,Auchan,2026-04-15,https://www.auchan.sn/produits-du-monde/709-old-el-paso-epice-fajitas-8410076490742.html
AUCHAN Ravioli Bolo 400G,Epicerie Salée,2375.0,Auchan,2026-04-15,https://www.auchan.sn/plats-cuisines/2376-auchan-ravioli-bolo-400g-3596710331000.html
Auchan assortiment de 4 sauces condimentaires 4x90g,Epicerie Salée,3075.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/5561-auchan-assortiment-de-4-sauces-condimentaires-4x90g-3254560044760.html
Auchan lentilles cuisinées à la graisse d'oie 400 g,Epicerie Salée,1425.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-legumes/4397-auchan-lentilles-cuisinees-a-la-graisse-d-oie-400-g-3254560683600.html
Dari couscous fin qualité premium 1 kg,Epicerie Salée,1725.0,Auchan,2026-04-15,https://www.auchan.sn/cereales-riz-couscous-semoules/4214-dari-couscous-fin-qualite-premium-1-kg-6111094000228.html
Auchan sauce guacamole 300G,Epicerie Salée,2175.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/3726-auchan-sauce-guacamole-300g-3596710269907.html
TORTILLAS MAIS X8 AUCHAN 320G,Epicerie Salée,1590.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/950-tortillas-mais-x8-auchan-320g-3596710331086.html
La Baleine sel de mer iodé fin salière de 125g,Epicerie Salée,925.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/5086-la-baleine-sel-de-mer-iode-fin-saliere-de-125g-3183280001800.html
Pouce Moutarde Forte 37O G,Epicerie Salée,1325.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/251-pouce-moutarde-forte-37o-g-3596710088157.html
NOUILLE APOLLO POULET 85G,Epicerie Salée,575.0,Auchan,2026-04-15,https://www.auchan.sn/soupes-liquides-deshydratees-instantanees/125-nouille-apollo-poulet-85g-6091091000301.html
Panzani nouilles fines 500g,Epicerie Salée,1490.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/5282-panzani-nouilles-fines-500g-3038350013200.html
OLIVE VERTE ENTIERE POUCE 400G,Epicerie Salée,1625.0,Auchan,2026-04-15,https://www.auchan.sn/condiments-olives-cornichons/383-olive-verte-entiere-pouce-400g-3596710748563.html
"AUCHAN Coulis de tomates de Provence, en poche 300g",Epicerie Salée,1750.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/8148-auchan-coulis-de-tomates-de-provence-en-poche-300g-3596710413409.html
AUCHAN Petits Paniers QS 500G,Epicerie Salée,1175.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/2927-auchan-petits-paniers-qs-500g-3596710396764.html
Mourafa sel iodé fin grains sachet 750g,Epicerie Salée,290.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/1452-mourafa-sel-iode-fin-grains-sachet-750g-5451974991606.html
ANITA AIL MOULU 50G,Epicerie Salée,675.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/1323-anita-ail-moulu-50g-1000000004830.html
Avril Haricot Blc Prepare 1/2,Epicerie Salée,1225.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-legumes/1804-avril-haricot-blc-prepare-1-2-3464130001486.html
LUNCHEON MEAT BEEF SARA 320G,Epicerie Salée,725.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-viande/1375-luncheon-meat-beef-sara-320g-7896041167443.html
AVRIL MAIS DOUX1/2,Epicerie Salée,940.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-legumes/1362-avril-mais-doux1-2-3464130002124.html
PETIT POIS TF AVRIL 4/4.,Epicerie Salée,1825.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-legumes/1359-petit-pois-tf-avril-4-4-3464130002650.html
PETIT POIS CAROTTE TF AVRIL4/4,Epicerie Salée,2090.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-legumes/1358-petit-pois-carotte-tf-avril4-4-3464130002674.html
AUCHAN Petits pois carottes à l'étuvée extra-fins 265g,Epicerie Salée,990.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-legumes/2544-auchan-petits-pois-carottes-a-l-etuvee-extra-fins-265g-3596710467716.html
RIZ BASMATI INDIEN LIDO 1KG,Epicerie Salée,1390.0,Auchan,2026-04-15,https://www.auchan.sn/cereales-riz-couscous-semoules/1178-riz-basmati-indien-lido-1kg-8906034160777.html
SEL CHINOIS GAO LEI 400G,Epicerie Salée,2090.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/1151-sel-chinois-gao-lei-400g-6904934091179.html
La Baleine gros sel de mer iodé boîte 600g,Epicerie Salée,1190.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/5080-la-baleine-gros-sel-de-mer-iode-boite-600g-3183280020382.html
Mourafa mélange 13 épices en poudre sachet 200 g,Epicerie Salée,2190.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/4529-mourafa-melange-13-epices-en-poudre-sachet-200-g-5744195123063.html
Mourafa poivre noir moulu sachet 200 g,Epicerie Salée,1990.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/4532-mourafa-poivre-noir-moulu-sachet-200-g-5642224946266.html
AUCHAN Maïs croquant sans résidu de pesticides sans OGM 285g,Epicerie Salée,1090.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-legumes/6831-auchan-mais-croquant-sans-residu-de-pesticides-sans-ogm-285g-3596710483877.html
Chef Aïda mayonnaise à l'huile tournesol en verre 1 kg,Epicerie Salée,1990.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/5472-chef-aida-mayonnaise-a-l-huile-tournesol-en-verre-1-kg-6046000021229.html
Jardin des Fleurs riz brisé parfumé 5 kg,Epicerie Salée,3750.0,Auchan,2026-04-15,https://www.auchan.sn/cereales-riz-couscous-semoules/4449-jardin-des-fleurs-riz-brise-parfume-5-kg-4895032568514.html
Dieg bou Diar double concentré de tomates pot 400 g,Epicerie Salée,990.0,Auchan,2026-04-15,https://www.auchan.sn/sauces-tomates-mayonnaises/5987-dieg-bou-diar-double-concentre-de-tomates-pot-400-g-6044000012056.html
Anita Epices épice poulet 50 g,Epicerie Salée,675.0,Auchan,2026-04-15,https://www.auchan.sn/sel-poivre-epices-herbes/4771-anita-epices-epice-poulet-50-g-6044000111322.html
Welsea thon pâle à l'huile de tournesol en morceaux...,Epicerie Salée,825.0,Auchan,2026-04-15,https://www.auchan.sn/conserves-de-poisson/4423-welsea-thon-pale-a-l-huile-de-tournesol-en-morceaux-sachet-74-g-6044000067117.html
AUCHAN NOUILLE QS CELLO 500G,Epicerie Salée,1025.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/413-auchan-nouille-qs-cello-500g-3596710396740.html
COUDES RAYES AUCHAN 500G,Epicerie Salée,950.0,Auchan,2026-04-15,https://www.auchan.sn/pates-alimentaires-puree/714-coudes-rayes-auchan-500g-3596710396658.html
